PREFERRED NAME,CASRN,SMILES,MOLECULAR FORMULA,AVERAGE MASS,Canonical SMILES
"2-{[(1-Cyclohexyl-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)oxy]carbonyl}hydrazine-1-carboxylate",821806-59-1,[O-]C(=O)NNC(=O)OC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1CCCCC1,C19H18F17N2O4,661.336,O=C([O-])NNC(=O)OC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1CCCCC1
"1-Methyl-3-(2,2,3,3-tetrafluorocyclopropyl)benzene",922141-42-2,CC1=CC(=CC=C1)C1C(F)(F)C1(F)F,C10H8F4,204.168,Cc1cccc(C2C(F)(F)C2(F)F)c1
"1-[(1,1,2,3,3,3-Hexafluoropropyl)sulfanyl]-2-methoxybenzene",921603-75-0,COC1=CC=CC=C1SC(F)(F)C(F)C(F)(F)F,C10H8F6OS,290.22,COc1ccccc1SC(F)(F)C(F)C(F)(F)F
"1-Ethoxy-1-(ethylsulfanyl)-4,4,4-trifluoro-3-(trifluoromethyl)buta-1,2-diene",921223-07-6,CCOC(SCC)=C=C(C(F)(F)F)C(F)(F)F,C9H10F6OS,280.23,CCOC(=C=C(C(F)(F)F)C(F)(F)F)SCC
"5,6-Dibromo-2,2-bis(trifluoromethyl)-2H-1,3-benzodioxole",920507-89-7,FC(F)(F)C1(OC2=CC(Br)=C(Br)C=C2O1)C(F)(F)F,C9H2Br2F6O2,415.911,FC(F)(F)C1(C(F)(F)F)Oc2cc(Br)c(Br)cc2O1
Difluoro(perfluoropropoxy)acetic acid,919005-50-8,OC(=O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5HF9O3,280.046,O=C(O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F
"2,6-Dibromo-4-(1,1,2,3,3,3-hexafluoropropoxy)aniline",917924-08-4,NC1=C(Br)C=C(OC(F)(F)C(F)C(F)(F)F)C=C1Br,C9H5Br2F6NO,416.943,Nc1c(Br)cc(OC(F)(F)C(F)C(F)(F)F)cc1Br
"6-Bromo-8-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)quinolin-5-amine",917923-88-7,NC1=C(Br)C=C(C2=C1C=CC=N2)C(F)(C(F)(F)F)C(F)(F)F,C12H6BrF7N2,391.087,Nc1c(Br)cc(C(F)(C(F)(F)F)C(F)(F)F)c2ncccc12
"8,8,9,9,9-Pentafluoro-7-(pentafluoroethyl)non-6-en-1-amine",917867-93-7,NCCCCCC=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C11H13F10N,349.216,NCCCCCC=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
2Z-1-(Methoxy-1-fluoropropenyl)perfluoropropane,90292-38-9,COC\C=C(/F)C(F)(F)C(F)(F)C(F)(F)F,C7H6F8O,258.111,COC/C=C(\F)C(F)(F)C(F)(F)C(F)(F)F
(4Z)-5-(Perfluoropropanyl)-2-methyl-2-nitro-5-fluoropent-4-ene,90292-31-2,CC(C)(C\C=C(/F)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,C9H9F8NO2,315.163,CC(C)(C/C=C(\F)C(F)(F)C(F)(F)C(F)(F)F)[N+](=O)[O-]
"4,5,5,5-Tetrafluoro-2-(trifluoromethyl)penta-1,3-diene",90278-03-8,FC(=CC(=C)C(F)(F)F)C(F)(F)F,C6H3F7,208.079,C=C(C=C(F)C(F)(F)F)C(F)(F)F
Undecafluorohexanoic acid--hexan-1-amine (1/1),565225-91-4,CCCCCCN.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H16F11NO2,415.247,CCCCCCN.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,3-Bis[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoronon-1-en-1-yl)oxy]benzene",55987-23-0,FC(OC1=CC(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C24H4F34O2,970.24,FC(Oc1cccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3-Nitrophenyl heptafluorobutanoate,52512-15-9,[O-][N+](=O)C1=CC(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1,C10H4F7NO4,335.134,O=C(Oc1cccc([N+](=O)[O-])c1)C(F)(F)C(F)(F)C(F)(F)F
"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluoro-4-methyldecan-3-one",56778-56-4,CCC(=O)C(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H9F13O,404.171,CCC(=O)C(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2-(Pentadecafluoroheptyl)cyclohexan-1-one,56734-77-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CCCCC1=O,C13H9F15O,466.19,O=C1CCCCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1-Dibromo-1,2,2,2-tetrafluoroethane",27336-23-8,FC(F)(F)C(F)(Br)Br,C2Br2F4,259.824,FC(F)(F)C(F)(Br)Br
"2H,3H-Perfluoropentane",138495-42-8,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C5H2F10,252.055,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F
Perfluoroethanesulfonic acid,354-88-1,OS(=O)(=O)C(F)(F)C(F)(F)F,C2HF5O3S,200.08,O=S(=O)(O)C(F)(F)C(F)(F)F
Perfluoro-5-(pentafluoroethyl)oxolane,356-48-9,FC(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,C6F12O,316.046,FC(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F
Perfluoropropanesulfonic acid,423-41-6,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,C3HF7O3S,250.09,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)F
Ethyl perfluorohexyl ether,233678-15-4,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13O,364.106,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"(Z)-4-Ethyl-5-octyl-2,2-bis(trifluoromethyl)-1,3-dioxolane",38274-72-5,CCCCCCCC[C@H]1OC(O[C@H]1CC)(C(F)(F)F)C(F)(F)F,C15H24F6O2,350.345,CCCCCCCC[C@H]1OC(C(F)(F)F)(C(F)(F)F)O[C@H]1CC
"N-(2,2,3,3,4,4,4-Heptafluorobutyl)-N'-methylthiourea",105412-23-5,CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F,C6H7F7N2S,272.18,CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F
Perfluoro-2-iodohexane,355-44-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C6F13I,445.95,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F
"Tris(2,2,3,3,4,4,5,5-octafluoropentyl) phosphate",355-86-2,FC(F)C(F)(F)C(F)(F)C(F)(F)COP(=O)(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C15H9F24O4P,740.168,O=P(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
1-Perfluoropropylethanol,375-14-4,CC(O)C(F)(F)C(F)(F)C(F)(F)F,C5H5F7O,214.083,CC(O)C(F)(F)C(F)(F)C(F)(F)F
Perfluoro(2-propoxypropyl vinyl ether),1644-11-7,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8F16O2,432.06,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
Ammonium hexadecafluorononanoate,1868-86-6,[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C9H5F16NO2,463.118,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[NH4+]
Perfluoro-4-methyl-2-pentene,2070-70-4,FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C6F12,300.047,FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
"Disodium 2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl phosphate",3107-32-2,[Na+].[Na+].OP(O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H5F12Na2O4P,458.046,O=P(O)(O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[Na+].[Na+]
Ammonium 8-chlorohexadecafluoro-7-methyloctanoate,3658-57-9,[H]N([H])[H].OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)Cl,C9H4ClF16NO2,497.56,N.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)Cl
"Perfluoro-2,5,8,11,14-pentamethyl-3,6,9,12,15-pentaoxaoctadecanoyl fluoride",13252-15-8,FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C18F36O6,996.135,O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
Sodium perfluoroheptanoate,20109-59-5,[Na+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7F13NaO2,386.044,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
Tetraethylammonium (perfluorobutyl)sulfonate,25628-08-4,CC[N+](CC)(CC)CC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H20F9NO3S,429.34,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Perfluorobutanesulfonamide,30334-69-1,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4H2F9NO2S,299.11,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"3-(Perfluorohexyl)-1,2-epoxypropane",38565-52-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C9H5F13O,376.117,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1
"Methylperfluoro-2,5,8-trimethyl-3,6,9-trioxadodecanoic acid",39187-47-8,COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C13H3F23O5,676.125,COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
N-(3-(Dimethylamino)propyl)-2-(perfluorohexyl)ethane-1-sulfonamide,34455-22-6,CN(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H17F13N2O2S,512.33,CN(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
4-(Methyl((perfluorooctyl)sulfonyl)amino)butyl 2-propenoate,58920-31-3,CN(CCCCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H14F17NO4S,639.32,C=CC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2,2,3,5,6-Pentafluoro-3,6-bis(trifluoromethyl)-5-((trifluorovinyl)oxy)-1,4-dioxane",61097-79-8,FC(F)=C(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,C8F14O3,410.063,FC(F)=C(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecanoyl chloride",64018-23-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(Cl)=O,C10H2ClF17O,496.55,O=C(Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"N-(Carboxymethyl)-N,N-dimethyl-3-(methyl((perfluorohexyl)ethylsulfonyl)amino)-1-propanaminium",66008-71-7,CN(CCC[N+](C)(C)CC([O-])=O)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H21F13N2O4S,584.39,CN(CCC[N+](C)(C)CC(=O)[O-])S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-Propenoic acid, 2-methyl-, 2-[[[[5-[[[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethoxy]carbonyl]amino]-2-methylphenyl]amino]carbonyl]oxy]propyl ester",68298-72-6,[H]N(C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(N([H])C(=O)OC(C)COC(=O)C(C)=C)=C(C)C=C1,C28H28F17N3O8S,889.58,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C
Sodium 2-((pentadecafluoroheptylsulphonylamino)methyl)benzenesulphonate,68299-29-6,[Na+].[H]N(CC1=CC=CC=C1S([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H7F15NNaO5S2,641.3,O=S(=O)([O-])c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
Trimethyl-3-(((pentadecafluoroheptyl)sulphonyl)amino)propylammonium chloride,68555-81-7,[Cl-].C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H16ClF15N2O2S,584.77,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-]
Trimethyl-3-(((undecafluoropentyl)sulphonyl)amino)propylammonium iodide,68957-57-3,[I-].[H]N(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H16F11IN2O2S,576.21,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-]
"2-(2,4-Di-tert-pentylphenoxy)-3'-hydroxy-4'-[(5H-perfluorovaleryl)amino]hexananilide",72494-14-5,CCCCC(OC1=C(C=C(C=C1)C(C)(C)CC)C(C)(C)CC)C(=O)NC1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(O)=C1,C33H42F8N2O4,682.696,CCCCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)c(O)c1
"1-Propanesulfonic acid, 3-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]-, sodium salt",75032-81-4,[Na+].CCN(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H11F17NNaO5S2,671.32,CCN(CCCS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
"1,1'-(Oxybis((2-methylethylene)oxy))bis(3-(perfluoro-9-methyldecyl)propan-2-ol)",93776-04-6,CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C34H24F46O5,1386.488,CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"32-(Perfluoro-11-methyldodecyl)-2,5,8,11,14,17,20,23,26,29-decaoxadotriacontan-31-ol",93776-09-1,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C35H45F27O11,1154.691,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
Bis(2-hydroxyethyl)ammonium bis((perfluoro-15-methylhexadecyl)ethyl) phosphate,93776-31-9,OCC[NH2+]CCO.[O-]P(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C42H20F70NO6P,1995.485,O=P([O-])(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.OCC[NH2+]CCO
Diammonium (perfluoro-15-methylhexadecyl)ethyl phosphate,93857-43-3,[NH4+].[NH4+].[O-]P([O-])(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C19H12F35N2O4P,1028.233,O=P([O-])([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
5-(Perfluoromethoxy)perfluoropentane sulfonic acid,1651215-28-9,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,C6HF13O4S,416.11,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F
Magnesium perfluoroisooctanesulfonate,93894-73-6,[Mg++].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C16F34MgO6S2,1022.54,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Mg+2]
"4-((Perfluorooctyl)methyl)-2,2-dimethyl-1,3-dioxolane",94159-88-3,CC1(C)OCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1,C14H11F17O2,534.213,CC1(C)OCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1
Diammonium 3-(perfluoro-11-methyldodecyl)-2-hydroxypropyl dihydrogen phosphate,94200-51-8,[NH4+].[NH4+].OC(COP([O-])([O-])=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C16H14F27N2O5P,858.228,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
Diaquatetrachloro(mu-(N-ethyl-N-((nonafluorobutyl)sulphonyl)glycinato-O1:O1'))-mu-hydroxybis(propan-2-ol)dichromium,68900-97-0,O.O.CCN(CC(=O)O[Cr](Cl)(Cl)(OC(C)C)O[Cr](Cl)(Cl)OC(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H25Cl4Cr2F9NO9S,800.19,CCN(CC(=O)[O][Cr]([Cl])([Cl])([O]C(C)C)[O][Cr]([Cl])([Cl])[O]C(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O.O
"1,1,1,2,2,3,3,4,5,5,5-Undecafluoro-4-iodopentane",68158-13-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C5F11I,395.942,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F
4-Heptadecafluorooctanesulfonamidobenzenesulfonic acid sodium salt,172398-80-0,[Na+].[O-]S(=O)(=O)C1=CC=C(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C14H5F17NNaO5S2,677.28,O=S(=O)([O-])c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+]
"(2R,3R)-1,1,1,2,3,4,4,5,5,5-Decafluoropentane",1006614-98-7,F[C@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,C5H2F10,252.055,F[C@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F
"2-Propenoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-octadecafluorododecyl ester",57678-90-7,CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,C15H10F18O2,564.214,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F
"1-(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-1-oxononyl)-2,5-pyrrolidinedione",932710-51-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)N1C(=O)CCC1=O,C13H8F13NO3,473.19,O=C1CCC(=O)N1C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1-(Perfluorooctyl)docosane,137338-40-0,CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C30H45F17,728.663,CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1-Docosanylperfluoroheptane,1980063-14-6,CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C29H45F15,678.655,CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
4:2 Fluorotelomer thioether amido betaine,1513863-94-9,C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,C15H21F9N2O3S,480.39,C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]
Cyclo-hexachloro(N-methyl-(N-(perfluorooctylsulphonyl)glycinato-O1:O1'))dihydroxytrichromium,97298-47-0,CN(CC(=O)O[Cr]1(Cl)(Cl)[Cr](O)(Cl)(Cl)[Cr]1(O)(Cl)Cl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H7Cl6Cr3F17NO6S,972.9,CN(CC(=O)[O][Cr]1([Cl])([Cl])[Cr]([OH])([Cl])([Cl])[Cr]1([OH])([Cl])[Cl])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"N-(2-Hydroxyethyl)-perfluoro-1-butanesulfonamide, cmpd. with 2,2'-iminobis[ethanol] (1:1)",484022-20-0,OCCNCCO.OCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H17F9N2O5S,448.3,O=S(=O)(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCCNCCO
